"function_name"	"argument"	"required"	"default"	"description"
"add_style"	"border_left_style.ridge"	FALSE	"FALSE"	""
"add_style"	"border_left_style.solid"	FALSE	"FALSE"	""
"add_style"	"border_right_style.dashed"	FALSE	"FALSE"	""
"add_style"	"border_right_style.dotted"	FALSE	"FALSE"	""
"add_style"	"border_right_style.double"	FALSE	"FALSE"	""
"add_style"	"border_right_style.groove"	FALSE	"FALSE"	""
"add_style"	"border_right_style.hidden"	FALSE	"FALSE"	""
"add_style"	"border_right_style.inset"	FALSE	"FALSE"	""
"add_style"	"border_right_style.none"	FALSE	"FALSE"	""
"add_style"	"border_right_style.outset"	FALSE	"FALSE"	""
"add_style"	"border_right_style.ridge"	FALSE	"FALSE"	""
"add_style"	"border_right_style.solid"	FALSE	"FALSE"	""
"add_style"	"border_top_style.dashed"	FALSE	"FALSE"	""
"add_style"	"border_top_style.dotted"	FALSE	"FALSE"	""
"add_style"	"border_top_style.double"	FALSE	"FALSE"	""
"add_style"	"border_top_style.groove"	FALSE	"FALSE"	""
"add_style"	"border_top_style.hidden"	FALSE	"FALSE"	""
"add_style"	"border_top_style.inset"	FALSE	"FALSE"	""
"add_style"	"border_top_style.none"	FALSE	"FALSE"	""
"add_style"	"border_top_style.outset"	FALSE	"FALSE"	""
"add_style"	"border_top_style.ridge"	FALSE	"FALSE"	""
"add_style"	"border_top_style.solid"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.dashed"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.dotted"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.double"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.groove"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.hidden"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.inset"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.none"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.outset"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.ridge"	FALSE	"FALSE"	""
"add_style"	"border_bottom_style.solid"	FALSE	"FALSE"	""
"add_style"	"border_width"	FALSE	"NULL"	""
"add_style"	"border_color"	FALSE	"NULL"	""
"add_style"	"border_radius"	FALSE	"NULL"	""
"add_style"	"border_left_width"	FALSE	"NULL"	""
"add_style"	"border_left_color"	FALSE	"NULL"	""
"add_style"	"border_left_radius"	FALSE	"NULL"	""
"add_style"	"border_right_width"	FALSE	"NULL"	""
"add_style"	"border_right_color"	FALSE	"NULL"	""
"add_style"	"border_right_radius"	FALSE	"NULL"	""
"add_style"	"border_top_width"	FALSE	"NULL"	""
"add_style"	"border_top_color"	FALSE	"NULL"	""
"add_style"	"border_top_radius"	FALSE	"NULL"	""
"add_style"	"border_bottom_width"	FALSE	"NULL"	""
"add_style"	"border_bottom_color"	FALSE	"NULL"	""
"add_style"	"border_bottom_radius"	FALSE	"NULL"	""
"add_style"	"border_collapse.separate"	FALSE	"FALSE"	""
"add_style"	"border_collapse.collapse"	FALSE	"FALSE"	""
"add_style"	"border_collapse.inherit"	FALSE	"FALSE"	""
"add_style"	"margin"	FALSE	"NULL"	""
"add_style"	"margin_top"	FALSE	"NULL"	""
"add_style"	"margin_right"	FALSE	"NULL"	""
"add_style"	"margin_bottom"	FALSE	"NULL"	""
"add_style"	"margin_left"	FALSE	"NULL"	""
"add_style"	"padding"	FALSE	"NULL"	""
"add_style"	"padding_top"	FALSE	"NULL"	""
"add_style"	"padding_right"	FALSE	"NULL"	""
"add_style"	"padding_bottom"	FALSE	"NULL"	""
"add_style"	"padding_left"	FALSE	"NULL"	""
"add_style"	"height"	FALSE	"NULL"	""
"add_style"	"width"	FALSE	"NULL"	""
"add_style"	"max_width"	FALSE	"NULL"	""
"add_style"	"min_width"	FALSE	"NULL"	""
"add_style"	"max_height"	FALSE	"NULL"	""
"add_style"	"min_height"	FALSE	"NULL"	""
"add_style"	"outline_style.dotted"	FALSE	"FALSE"	""
"add_style"	"outline_style.dashed"	FALSE	"FALSE"	""
"add_style"	"outline_style.solid"	FALSE	"FALSE"	""
"add_style"	"outline_style.double"	FALSE	"FALSE"	""
"add_style"	"outline_style.groove"	FALSE	"FALSE"	""
"add_style"	"outline_style.ridge"	FALSE	"FALSE"	""
"add_style"	"outline_style.inset"	FALSE	"FALSE"	""
"add_style"	"outline_style.outset"	FALSE	"FALSE"	""
"add_style"	"outline_style.none"	FALSE	"FALSE"	""
"add_style"	"outline_style.hidden"	FALSE	"FALSE"	""
"add_style"	"outline_color"	FALSE	"NULL"	""
"add_style"	"outline_width"	FALSE	"NULL"	""
"add_style"	"outline_offset"	FALSE	"NULL"	""
"add_style"	"outline"	FALSE	"NULL"	""
"add_style"	"color"	FALSE	"NULL"	""
"add_style"	"text_align.center"	FALSE	"FALSE"	""
"add_style"	"text_align.left"	FALSE	"FALSE"	""
"add_style"	"text_align.right"	FALSE	"FALSE"	""
"add_style"	"text_align.justify"	FALSE	"FALSE"	""
"add_style"	"text_direction.rtl"	FALSE	"FALSE"	""
"add_style"	"vertical_align.top"	FALSE	"FALSE"	""
"add_style"	"vertical_align.middle"	FALSE	"FALSE"	""
"add_style"	"vertical_align.bottom"	FALSE	"FALSE"	""
"add_style"	"text_decoration.none"	FALSE	"FALSE"	""
"add_style"	"text_decoration.overline"	FALSE	"FALSE"	""
"add_style"	"text_decoration.line_through"	FALSE	"FALSE"	""
"add_style"	"text_decoration.underline"	FALSE	"FALSE"	""
"add_style"	"text_transform.uppercase"	FALSE	"FALSE"	""
"add_style"	"text_transform.lowercase"	FALSE	"FALSE"	""
"add_style"	"text_transform.capitalize"	FALSE	"FALSE"	""
"add_style"	"text_indent"	FALSE	"NULL"	""
"add_style"	"letter_spacing"	FALSE	"NULL"	""
"add_style"	"word_spacing"	FALSE	"NULL"	""
"add_style"	"line_height"	FALSE	"NULL"	""
"add_style"	"white_space.pre"	FALSE	"FALSE"	""
"add_style"	"white_space.nowrap"	FALSE	"FALSE"	""
"add_style"	"white_space.pre_warp"	FALSE	"FALSE"	""
"add_style"	"white_space.pre_line"	FALSE	"FALSE"	""
"add_style"	"white_space.inherit"	FALSE	"FALSE"	""
"add_style"	"text_shadow"	FALSE	"NULL"	""
"add_style"	"overflow"	FALSE	"NULL"	""
"add_style"	"overflow.hidden"	FALSE	"FALSE"	""
"add_style"	"overflow.scroll"	FALSE	"FALSE"	""
"add_style"	"overflow.auto"	FALSE	"FALSE"	""
"add_style"	"overflow.inherit"	FALSE	"FALSE"	""
"add_style"	"overflow_x"	FALSE	"NULL"	""
"add_style"	"overflow_x.hidden"	FALSE	"FALSE"	""
"add_style"	"overflow_x.scroll"	FALSE	"FALSE"	""
"add_style"	"overflow_x.auto"	FALSE	"FALSE"	""
"add_style"	"overflow_x.inherit"	FALSE	"FALSE"	""
"add_style"	"overflow_y"	FALSE	"NULL"	""
"add_style"	"overflow_y.hidden"	FALSE	"FALSE"	""
"add_style"	"overflow_y.scroll"	FALSE	"FALSE"	""
"add_style"	"overflow_y.auto"	FALSE	"FALSE"	""
"add_style"	"overflow_y.inherit"	FALSE	"FALSE"	""
"add_style"	"text_overflow.clip"	FALSE	"FALSE"	""
"add_style"	"text_overflow.ellipsis"	FALSE	"FALSE"	""
"add_style"	"text_overflow.string"	FALSE	"FALSE"	""
"add_style"	"font_size"	FALSE	"NULL"	""
"add_style"	"font_family"	FALSE	"NULL"	""
"add_style"	"font_family.Serif"	FALSE	"FALSE"	""
"add_style"	"font_family.Times_New_Roman"	FALSE	"FALSE"	""
"add_style"	"font_family.Georgia"	FALSE	"FALSE"	""
"add_style"	"font_family.Garamond"	FALSE	"FALSE"	""
"add_style"	"font_family.Sans_serif"	FALSE	"FALSE"	""
"add_style"	"font_family.Arial"	FALSE	"FALSE"	""
"add_style"	"font_family.Verdana"	FALSE	"FALSE"	""
"add_style"	"font_family.Helvetica"	FALSE	"FALSE"	""
"add_style"	"font_family.Monospace"	FALSE	"FALSE"	""
"add_style"	"font_family.Courier_New"	FALSE	"FALSE"	""
"add_style"	"font_family.Lucida_Console"	FALSE	"FALSE"	""
"add_style"	"font_family.Monaco"	FALSE	"FALSE"	""
"add_style"	"font_family.Cursive"	FALSE	"FALSE"	""
"add_style"	"font_family.Brush_Script_MT"	FALSE	"FALSE"	""
"add_style"	"font_family.Lucida_Handwriting"	FALSE	"FALSE"	""
"add_style"	"font_family.Fantasy"	FALSE	"FALSE"	""
"add_style"	"font_family.Copperplate"	FALSE	"FALSE"	""
"add_style"	"font_family.Papyrus"	FALSE	"FALSE"	""
"add_style"	"font_style.normal"	FALSE	"FALSE"	""
"add_style"	"font_style.italic"	FALSE	"FALSE"	""
"add_style"	"font_style.oblique"	FALSE	"FALSE"	""
"add_style"	"font_weight.bold"	FALSE	"FALSE"	""
"add_style"	"font_weight.normal"	FALSE	"FALSE"	""
"add_style"	"font_variant.normal"	FALSE	"FALSE"	""
"add_style"	"font_variant.small_caps"	FALSE	"FALSE"	""
"add_style"	"list_style_type.none"	FALSE	"FALSE"	""
"add_style"	"list_style_type.circle"	FALSE	"FALSE"	""
"add_style"	"list_style_type.square"	FALSE	"FALSE"	""
"add_style"	"list_style_type.upper_roman"	FALSE	"FALSE"	""
"add_style"	"list_style_type.lower_alpha"	FALSE	"FALSE"	""
"add_style"	"list_style_image"	FALSE	"NULL"	""
"add_style"	"list_style_position.outside"	FALSE	"FALSE"	""
"add_style"	"list_style_position.inside"	FALSE	"FALSE"	""
"add_style"	"display"	FALSE	"NULL"	""
"add_style"	"display.none"	FALSE	"FALSE"	""
"add_style"	"display.block"	FALSE	"FALSE"	""
"add_style"	"display.inline"	FALSE	"FALSE"	""
"add_style"	"display.inline_block"	FALSE	"FALSE"	""
"add_style"	"display.table_cell"	FALSE	"FALSE"	""
"add_style"	"display.flex"	FALSE	"FALSE"	""
"add_style"	"visibility"	FALSE	"NULL"	""
"add_style"	"visibility.visible"	FALSE	"FALSE"	""
"add_style"	"visibility.hidden"	FALSE	"FALSE"	""
"add_style"	"visibility.collapse"	FALSE	"FALSE"	""
"add_style"	"visibility.inherit"	FALSE	"FALSE"	""
"add_style"	"position"	FALSE	"NULL"	""
"add_style"	"position.static"	FALSE	"FALSE"	""
"add_style"	"position.relative"	FALSE	"FALSE"	""
"add_style"	"position.fixed"	FALSE	"FALSE"	""
"add_style"	"position.absolute"	FALSE	"FALSE"	""
"add_style"	"position.sticky"	FALSE	"FALSE"	""
"add_style"	"top"	FALSE	"NULL"	""
"add_style"	"bottom"	FALSE	"NULL"	""
"add_style"	"left"	FALSE	"NULL"	""
"add_style"	"right"	FALSE	"NULL"	""
"add_style"	"go_top"	FALSE	"NULL"	""
"add_style"	"go_bottom"	FALSE	"NULL"	""
"add_style"	"go_left"	FALSE	"NULL"	""
"add_style"	"go_right"	FALSE	"NULL"	""
"add_style"	"z_index"	FALSE	"NULL"	""
"add_style"	"float"	FALSE	"NULL"	""
"add_style"	"float.left"	FALSE	"FALSE"	""
"add_style"	"float.right"	FALSE	"FALSE"	""
"add_style"	"float.none"	FALSE	"FALSE"	""
"add_style"	"float.inherit"	FALSE	"FALSE"	""
"add_style"	"clear"	FALSE	"NULL"	""
"add_style"	"clear.both"	FALSE	"FALSE"	""
"add_style"	"box_sizing"	FALSE	"NULL"	""
"add_style"	"box_sizing.border_box"	FALSE	"FALSE"	""
"add_style"	"box_sizing.content_box"	FALSE	"FALSE"	""
"add_style"	"box_sizing.inherit"	FALSE	"FALSE"	""
"add_style"	"content"	FALSE	"NULL"	""
"add_style"	"transform"	FALSE	"NULL"	""
"add_style"	"transform.translate"	FALSE	"FALSE"	""
"add_style"	"transform.rotate"	FALSE	"FALSE"	""
"add_style"	"transform.scaleX"	FALSE	"FALSE"	""
"add_style"	"transform.scaleY"	FALSE	"FALSE"	""
"add_style"	"transform.scale"	FALSE	"FALSE"	""
"add_style"	"transform.skewX"	FALSE	"FALSE"	""
"add_style"	"transform.skewY"	FALSE	"FALSE"	""
"add_style"	"transform.skew"	FALSE	"FALSE"	""
"add_style"	"transform.matrix"	FALSE	"FALSE"	""
"add_style"	"transition"	FALSE	"NULL"	""
"add_style"	"transition_delay"	FALSE	"NULL"	""
"add_style"	"transition_duration"	FALSE	"NULL"	""
"add_style"	"transition_property"	FALSE	"NULL"	""
"add_style"	"transition_timing_function"	FALSE	"NULL"	""
"add_style"	"transition_timing_function.ease"	FALSE	"FALSE"	""
"add_style"	"transition_timing_function.linear"	FALSE	"FALSE"	""
"add_style"	"transition_timing_function.ease_in"	FALSE	"FALSE"	""
"add_style"	"transition_timing_function.ease_out"	FALSE	"FALSE"	""
"add_style"	"transition_timing_function.ease_in_out"	FALSE	"FALSE"	""
"add_style"	"animation"	FALSE	"NULL"	""
"add_style"	"animation_fadenum"	FALSE	"NULL"	""
"add_style"	"animation_name"	FALSE	"NULL"	""
"add_style"	"animation_duration"	FALSE	"NULL"	""
"add_style"	"animation_delay"	FALSE	"NULL"	""
"add_style"	"animation_iteration_count"	FALSE	"NULL"	""
"add_style"	"animation_direction"	FALSE	"NULL"	""
"add_style"	"animation_timing_function"	FALSE	"NULL"	""
"add_style"	"animation_fill_mode"	FALSE	"NULL"	""
"add_style"	"resize"	FALSE	"NULL"	""
"add_style"	"resize.none"	FALSE	"FALSE"	""
"add_style"	"resize.both"	FALSE	"FALSE"	""
"add_style"	"resize.horizontal"	FALSE	"FALSE"	""
"add_style"	"resize.vertical"	FALSE	"FALSE"	""
"add_style"	"flex_flow"	FALSE	"NULL"	""
"add_style"	"flex_direction"	FALSE	"NULL"	""
"add_style"	"flex_direction.column"	FALSE	"FALSE"	""
"add_style"	"flex_direction.row"	FALSE	"FALSE"	""
"add_style"	"flex_direction.row_reverse"	FALSE	"FALSE"	""
"add_style"	"flex_direction.column_reverse"	FALSE	"FALSE"	""
"add_style"	"flex_wrap"	FALSE	"NULL"	""
"add_style"	"flex_wrap.nowrap"	FALSE	"FALSE"	""
"add_style"	"flex_wrap.wrap"	FALSE	"FALSE"	""
"add_style"	"flex_wrap.wrap_reverse"	FALSE	"FALSE"	""
"add_style"	"justify_content"	FALSE	"NULL"	""
"add_style"	"justify_content.center"	FALSE	"FALSE"	""
"add_style"	"justify_content.flex_start"	FALSE	"FALSE"	""
"add_style"	"justify_content.flex_end"	FALSE	"FALSE"	""
"add_style"	"justify_content.space_evenly"	FALSE	"FALSE"	""
"add_style"	"justify_content.space_around"	FALSE	"FALSE"	""
"add_style"	"justify_content.space_between"	FALSE	"FALSE"	""
"add_style"	"align_items"	FALSE	"NULL"	""
"add_style"	"align_items.center"	FALSE	"FALSE"	""
"add_style"	"align_items.flex_start"	FALSE	"FALSE"	""
"add_style"	"align_items.flex_end"	FALSE	"FALSE"	""
"add_style"	"align_items.stretch"	FALSE	"FALSE"	""
"add_style"	"align_items.baseline"	FALSE	"FALSE"	""
"add_style"	"align_content"	FALSE	"NULL"	""
"add_style"	"align_content.space_between"	FALSE	"FALSE"	""
"add_style"	"align_content.space_around"	FALSE	"FALSE"	""
"add_style"	"align_content.stretch"	FALSE	"FALSE"	""
"add_style"	"align_content.center"	FALSE	"FALSE"	""
"add_style"	"align_content.flex_start"	FALSE	"FALSE"	""
"add_style"	"align_content.flex_end"	FALSE	"FALSE"	""
"add_style"	"align_self"	FALSE	"NULL"	""
"add_style"	"align_self.space_between"	FALSE	"FALSE"	""
"add_style"	"align_self.space_around"	FALSE	"FALSE"	""
"add_style"	"align_self.stretch"	FALSE	"FALSE"	""
"add_style"	"align_self.center"	FALSE	"FALSE"	""
"add_style"	"align_self.flex_start"	FALSE	"FALSE"	""
"add_style"	"align_self.flex_end"	FALSE	"FALSE"	""
"add_style"	"order"	FALSE	"NULL"	""
"add_style"	"flex"	FALSE	"NULL"	""
"add_style"	"flex_grow"	FALSE	"NULL"	""
"add_style"	"flex_shrink"	FALSE	"NULL"	""
"add_style"	"flex_basis"	FALSE	"NULL"	""
"add_style"	"grid_template_columns"	FALSE	"NULL"	""
"add_style"	"grid_template_rows"	FALSE	"NULL"	""
"add_style"	"grid_gap"	FALSE	"NULL"	""
"add_style"	"grid_area"	FALSE	"NULL"	""
"add_style"	"grid_column_gap"	FALSE	"NULL"	""
"add_style"	"grid_row_gap"	FALSE	"NULL"	""
"add_style"	"grid_column"	FALSE	"NULL"	""
"add_style"	"grid_column_start"	FALSE	"NULL"	""
"add_style"	"grid_column_end"	FALSE	"NULL"	""
"add_style"	"grid_row"	FALSE	"NULL"	""
"add_style"	"grid_row_start"	FALSE	"NULL"	""
"add_style"	"grid_row_end"	FALSE	"NULL"	""
"add_style"	"cursor"	FALSE	"NULL"	""
"add_variable"	"fit"	TRUE	""	""
"add_variable"	"..."	FALSE	""	""
"add_variable"	"vars"	FALSE	"NULL"	""
"add_variable"	"data"	FALSE	"NULL"	""
"ageAdjust"	"design"	TRUE	""	"design"
"ageAdjust"	"agecat"	FALSE	"NULL"	"agecat"
"ageAdjust"	"population"	FALSE	"NULL"	"population"
"ageAdjust"	"disease"	FALSE	"NULL"	"caculate for rate"
"ageAdjust"	"mean_var"	FALSE	"NULL"	"caculate for mean"
"ageAdjust"	"by"	FALSE	"NULL"	"by"
"ageAdjust"	"subset"	FALSE	"NULL"	"subset"
"aggregate_max"	"data"	TRUE	""	"data"
"aggregate_max"	"x"	TRUE	""	"x"
"aggregate_max"	"by"	TRUE	""	"by"
"aggregate_max"	"na.rm"	FALSE	"T"	"logical"
"aggregate_mean"	"data"	TRUE	""	"data"
"aggregate_mean"	"x"	TRUE	""	"x"
"aggregate_mean"	"by"	TRUE	""	"by"
"aggregate_mean"	"na.rm"	FALSE	"T"	"logical"
"aggregate_min"	"data"	TRUE	""	"data"
"aggregate_min"	"x"	TRUE	""	"x"
"aggregate_min"	"by"	TRUE	""	"by"
"aggregate_min"	"na.rm"	FALSE	"T"	"logical"
"aggregate_sum"	"data"	TRUE	""	"data"
"aggregate_sum"	"x"	TRUE	""	"x"
"aggregate_sum"	"by"	TRUE	""	"by"
"aggregate_sum"	"na.rm"	FALSE	"T"	"logical"
"aggregate2"	"data"	TRUE	""	""
"aggregate2"	"x"	TRUE	""	""
"aggregate2"	"by"	TRUE	""	""
"aggregate2"	"fun"	TRUE	""	""
"append<-"	"x"	TRUE	""	"vector"
"append<-"	"value"	TRUE	""	"value"
"attach_file"	"attach"	TRUE	""	""
"attach_read"	"file"	TRUE	""	""
"BA.i"	"d"	TRUE	""	""
"BA.i"	"biomarkers"	TRUE	""	""
"bind_col"	"df"	TRUE	""	"dataframe"
"bold_change"	"r"	TRUE	""	""
"browse_rxq_Rx"	"years"	TRUE	""	"years"
"bu"	"x"	TRUE	""	"numeric vevtor"
"bu"	"rule"	TRUE	""	"rules by frame or square"
"bu_above.equal"	"x"	TRUE	""	"contineous"
"bu_above.equal"	"n"	TRUE	""	"number of fraction"
"bu_lower.equal"	"x"	TRUE	""	"contineous"
"bu_lower.equal"	"n"	TRUE	""	"number of fraction"
"build_codebook"	"progress"	FALSE	"T"	"logical, whether to show progress"
"build_drug_data"	"years"	TRUE	""	""
"build_drug_search_data"	"years"	TRUE	""	""
"build_varLabel"	"progress"	FALSE	"TRUE"	"logical, whether to show progress"
"census_range"	"..."	FALSE	""	"one or tow number"
"census_range"	"sum"	FALSE	"FALSE"	"logical"
"census_range.2010"	"..."	FALSE	""	"one or tow number"
"census_range.2010"	"sum"	FALSE	"FALSE"	"logical"
"character2numeric"	"x"	TRUE	""	"vector"
"check1"	"x"	TRUE	""	"dataframe or svydesign"
"ci.no.by"	"design"	TRUE	""	""
"ci.no.by"	"x"	TRUE	""	""
"ci.no.by"	"round"	TRUE	""	""
"ci_by"	"data"	TRUE	""	""
"ci_by"	"x"	TRUE	""	""
"ci_by"	"by"	TRUE	""	""
"ci_by"	"round"	FALSE	"2"	""
"codebook_url"	"url"	TRUE	""	""
"codebook_url"	"file"	TRUE	""	""
"codebook_url"	"html"	TRUE	""	""
"coffee.1day"	"years"	TRUE	""	""
"coffee.1day"	"day"	FALSE	"1"	""
"coffee.1day"	"unit"	FALSE	"\"gram\""	""
"coffee.1day"	"caffeinate"	FALSE	"FALSE"	""
"coffee.1day"	"sweeten"	FALSE	"FALSE"	""
"coffee.1day"	"fat"	FALSE	"FALSE"	""
"coffee.1day"	"milk"	FALSE	"FALSE"	""
"coffee.1day"	"brewed"	FALSE	"FALSE"	""
"coffee.1day"	"cappuccino"	FALSE	"FALSE"	""
"coffee.1day"	"cuban"	FALSE	"FALSE"	""
"coffee.1day"	"espresso"	FALSE	"FALSE"	""
"coffee.1day"	"frappuccino"	FALSE	"FALSE"	""
"coffee.1day"	"latte"	FALSE	"FALSE"	""
"coffee.1day"	"macchiato"	FALSE	"FALSE"	""
"coffee.1day"	"mexican"	FALSE	"FALSE"	""
"coffee.1day"	"mocha"	FALSE	"FALSE"	""
"coffee.1day"	"turkish"	FALSE	"FALSE"	""
"coffee.1day"	"food.code"	FALSE	"NULL"	""
"coffee.food.code"	"years"	TRUE	""	""
"coffee.food.code"	"food.code"	FALSE	"NULL"	""
"col.counts"	"data"	TRUE	""	"dataframe"
"col.max"	"data"	TRUE	""	"dataframe"
"col.means"	"data"	TRUE	""	"dataframe"
"col.means"	"na.rm"	FALSE	"TRUE"	"logical"
"col.sums"	"data"	TRUE	""	"dataframe"
"col.sums"	"na.rm"	FALSE	"TRUE"	"logical"
"col_rename"	"data"	TRUE	""	"dataframe"
"col_rename"	"..."	FALSE	""	"one or more of A,B:C"
"col_rename<-"	"x"	TRUE	""	"dataframe"
"col_rename<-"	"value"	TRUE	""	"one or more of A:B"
"config_items"	"items"	TRUE	""	"items of 'NHANES' database. If items is missing, Demographics, Dietary, Examination, Laboratory and Questionnaire will be used."
"config_path"	"path"	TRUE	""	"path of 'NHANES' database"
"config_years"	"cat"	FALSE	"T"	""
